Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
5661,37965,0,0,deny,62,62,0,1,0,1,0
50089,445,0,0,drop,70,70,0,1,0,1,0
26048,21,0,0,deny,60,60,0,1,0,1,0
5223,44091,0,0,deny,66,66,0,1,0,1,0
1024,64147,0,0,deny,62,62,0,1,0,1,0
65199,445,0,0,drop,70,70,0,1,0,1,0
53746,36237,0,0,deny,66,66,0,1,0,1,0
63997,445,0,0,drop,70,70,0,1,0,1,0
57148,445,0,0,drop,70,70,0,1,0,1,0
56710,445,0,0,drop,66,66,0,1,0,1,0
63510,445,0,0,drop,70,70,0,1,0,1,0
54555,25174,0,0,deny,66,66,0,1,0,1,0
62813,25174,0,0,deny,62,62,0,1,0,1,0
11404,64147,0,0,deny,62,62,0,1,0,1,0
54711,445,0,0,drop,66,66,0,1,0,1,0
14000,14914,0,0,deny,157,157,0,1,0,1,0
30729,22114,0,0,deny,66,66,0,1,0,1,0
51259,445,0,0,drop,70,70,0,1,0,1,0
51900,48817,0,0,deny,146,146,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
11907,57470,0,0,deny,66,66,0,1,0,1,0
58245,445,0,0,drop,70,70,0,1,0,1,0
3478,61463,0,0,deny,942,942,0,1,0,1,0
54280,3398,0,0,deny,60,60,0,1,0,1,0
19875,30170,0,0,deny,145,145,0,1,0,1,0
16387,49252,0,0,deny,60,60,0,1,0,1,0
52537,37965,0,0,deny,62,62,0,1,0,1,0
4019,50584,0,0,deny,66,66,0,1,0,1,0
57413,445,0,0,drop,66,66,0,1,0,1,0
55619,445,0,0,drop,70,70,0,1,0,1,0
49875,445,0,0,drop,70,70,0,1,0,1,0
64776,50584,0,0,deny,62,62,0,1,0,1,0
62353,445,0,0,drop,70,70,0,1,0,1,0
57496,25174,0,0,deny,66,66,0,1,0,1,0
31021,35440,0,0,deny,146,146,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
62575,12207,0,0,deny,66,66,0,1,0,1,0
19570,50584,0,0,deny,62,62,0,1,0,1,0
3792,52700,0,0,deny,62,62,0,1,0,1,0
57114,445,0,0,drop,70,70,0,1,0,1,0
53022,25174,0,0,deny,66,66,0,1,0,1,0
63645,445,0,0,drop,70,70,0,1,0,1,0
62282,445,0,0,drop,66,66,0,1,0,1,0
52683,22114,0,0,deny,62,62,0,1,0,1,0
64509,9571,0,0,deny,62,62,0,1,0,1,0
53365,445,0,0,drop,66,66,0,1,0,1,0
54455,445,0,0,drop,66,66,0,1,0,1,0
10072,25174,0,0,deny,146,146,0,1,0,1,0
50549,43890,0,0,deny,66,66,0,1,0,1,0
50750,445,0,0,drop,70,70,0,1,0,1,0
64975,445,0,0,drop,70,70,0,1,0,1,0
35011,37965,0,0,deny,62,62,0,1,0,1,0
54654,445,0,0,drop,66,66,0,1,0,1,0
59937,18375,0,0,deny,66,66,0,1,0,1,0
43891,8497,0,0,deny,148,148,0,1,0,1,0
26752,64147,0,0,deny,62,62,0,1,0,1,0
56165,445,0,0,drop,70,70,0,1,0,1,0
55229,445,0,0,drop,66,66,0,1,0,1,0
12841,37965,0,0,deny,62,62,0,1,0,1,0
1262,23,0,0,deny,60,60,0,1,0,1,0
50287,445,0,0,drop,66,66,0,1,0,1,0
52602,445,0,0,drop,70,70,0,1,0,1,0
3478,61463,0,0,deny,1049,1049,0,1,0,1,0
58117,445,0,0,drop,66,66,0,1,0,1,0
59818,445,0,0,drop,66,66,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
52492,37965,0,0,deny,66,66,0,1,0,1,0
52191,445,0,0,drop,70,70,0,1,0,1,0
54129,445,0,0,drop,70,70,0,1,0,1,0
993,49276,0,0,deny,129,129,0,1,0,1,0
51769,17,0,0,deny,60,60,0,1,0,1,0
443,20995,0,0,deny,83,83,0,1,0,1,0
61591,22114,0,0,deny,62,62,0,1,0,1,0
56687,445,0,0,drop,70,70,0,1,0,1,0
63814,81,0,0,deny,60,60,0,1,0,1,0
63985,445,0,0,drop,70,70,0,1,0,1,0
45941,23386,0,0,deny,60,60,0,1,0,1,0
3478,61463,0,0,deny,1044,1044,0,1,0,1,0
61911,1,0,0,deny,146,146,0,1,0,1,0
56993,445,0,0,drop,70,70,0,1,0,1,0
16387,7205,0,0,deny,60,60,0,1,0,1,0
59658,445,0,0,drop,66,66,0,1,0,1,0
36579,30188,0,0,deny,66,66,0,1,0,1,0
57662,445,0,0,drop,66,66,0,1,0,1,0
57225,445,0,0,drop,70,70,0,1,0,1,0
54011,44847,0,0,deny,66,66,0,1,0,1,0
46292,42873,0,0,deny,72,72,0,1,0,1,0
49707,445,0,0,drop,70,70,0,1,0,1,0
58503,445,0,0,drop,70,70,0,1,0,1,0
7160,34317,0,0,deny,146,146,0,1,0,1,0
62580,23,0,0,deny,60,60,0,1,0,1,0
50169,445,0,0,drop,70,70,0,1,0,1,0
2636,11392,0,0,deny,66,66,0,1,0,1,0
61550,5529,0,0,deny,145,145,0,1,0,1,0
56156,445,0,0,drop,70,70,0,1,0,1,0
60561,445,0,0,drop,66,66,0,1,0,1,0
49325,41615,0,0,deny,157,157,0,1,0,1,0
48706,23393,0,0,deny,60,60,0,1,0,1,0
24160,37807,0,0,deny,62,62,0,1,0,1,0
65454,61600,0,0,deny,66,66,0,1,0,1,0
52348,445,0,0,drop,70,70,0,1,0,1,0
56439,445,0,0,drop,70,70,0,1,0,1,0
25412,23,0,0,deny,60,60,0,1,0,1,0
43099,5900,0,0,deny,60,60,0,1,0,1,0
50674,445,0,0,drop,66,66,0,1,0,1,0
1943,48817,0,0,deny,62,62,0,1,0,1,0
12128,37965,0,0,deny,62,62,0,1,0,1,0
2467,2767,0,0,deny,62,62,0,1,0,1,0
51042,445,0,0,drop,66,66,0,1,0,1,0
42898,43890,0,0,deny,62,62,0,1,0,1,0
49298,18593,0,0,deny,145,145,0,1,0,1,0
63053,445,0,0,drop,66,66,0,1,0,1,0
1025,50584,0,0,deny,62,62,0,1,0,1,0
53747,445,0,0,drop,70,70,0,1,0,1,0
64666,445,0,0,drop,70,70,0,1,0,1,0
26699,35253,0,0,deny,62,62,0,1,0,1,0
57140,445,0,0,drop,70,70,0,1,0,1,0
55032,62413,0,0,deny,66,66,0,1,0,1,0
53712,25174,0,0,deny,66,66,0,1,0,1,0
50488,22114,0,0,deny,62,62,0,1,0,1,0
52837,35440,0,0,deny,66,66,0,1,0,1,0
50843,445,0,0,drop,70,70,0,1,0,1,0
50303,445,0,0,drop,66,66,0,1,0,1,0
58738,445,0,0,drop,66,66,0,1,0,1,0
57933,445,0,0,drop,66,66,0,1,0,1,0
57131,8055,0,0,deny,145,145,0,1,0,1,0
60909,445,0,0,drop,70,70,0,1,0,1,0
55174,445,0,0,drop,70,70,0,1,0,1,0
49986,445,0,0,drop,70,70,0,1,0,1,0
22367,50584,0,0,deny,146,146,0,1,0,1,0
58567,445,0,0,drop,66,66,0,1,0,1,0
50816,445,0,0,drop,66,66,0,1,0,1,0
58039,445,0,0,drop,66,66,0,1,0,1,0
62490,445,0,0,drop,70,70,0,1,0,1,0
36881,56205,0,0,deny,146,146,0,1,0,1,0
55854,54369,0,0,deny,74,74,0,1,0,1,0
61927,445,0,0,drop,66,66,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
59896,445,0,0,drop,70,70,0,1,0,1,0
59763,25604,0,0,deny,66,66,0,1,0,1,0
53801,445,0,0,drop,70,70,0,1,0,1,0
64835,445,0,0,drop,70,70,0,1,0,1,0
443,9986,0,0,deny,152,152,0,1,0,1,0
1377,44847,0,0,deny,62,62,0,1,0,1,0
26480,64147,0,0,deny,62,62,0,1,0,1,0
50694,445,0,0,drop,70,70,0,1,0,1,0
50497,445,0,0,drop,66,66,0,1,0,1,0
54489,445,0,0,drop,70,70,0,1,0,1,0
30179,57470,0,0,deny,60,60,0,1,0,1,0
60431,445,0,0,drop,70,70,0,1,0,1,0
63860,445,0,0,drop,70,70,0,1,0,1,0
51674,51505,0,0,deny,66,66,0,1,0,1,0
52891,445,0,0,drop,70,70,0,1,0,1,0
63888,25174,0,0,deny,66,66,0,1,0,1,0
61899,445,0,0,drop,66,66,0,1,0,1,0
59171,445,0,0,drop,66,66,0,1,0,1,0
54142,445,0,0,drop,70,70,0,1,0,1,0
61770,445,0,0,drop,66,66,0,1,0,1,0
54246,445,0,0,drop,66,66,0,1,0,1,0
49889,445,0,0,drop,66,66,0,1,0,1,0
56946,445,0,0,drop,66,66,0,1,0,1,0
18754,30188,0,0,deny,66,66,0,1,0,1,0
31066,57470,0,0,deny,74,74,0,1,0,1,0
49229,6921,0,0,deny,145,145,0,1,0,1,0
50644,35440,0,0,deny,66,66,0,1,0,1,0
15451,25174,0,0,deny,146,146,0,1,0,1,0
52699,26467,0,0,deny,62,62,0,1,0,1,0
443,20087,0,0,deny,83,83,0,1,0,1,0
52930,445,0,0,drop,70,70,0,1,0,1,0
6666,3389,0,0,deny,60,60,0,1,0,1,0
59075,445,0,0,drop,70,70,0,1,0,1,0
10145,21247,0,0,deny,62,62,0,1,0,1,0
64457,445,0,0,drop,66,66,0,1,0,1,0
51027,445,0,0,drop,70,70,0,1,0,1,0
55620,30188,0,0,deny,66,66,0,1,0,1,0
55738,445,0,0,drop,66,66,0,1,0,1,0
55546,445,0,0,drop,70,70,0,1,0,1,0
52044,44847,0,0,deny,146,146,0,1,0,1,0
49889,445,0,0,drop,70,70,0,1,0,1,0
36561,2767,0,0,deny,62,62,0,1,0,1,0
55672,445,0,0,drop,70,70,0,1,0,1,0
55328,445,0,0,drop,70,70,0,1,0,1,0
62157,445,0,0,drop,70,70,0,1,0,1,0
51419,445,0,0,drop,70,70,0,1,0,1,0
54071,50265,0,0,deny,66,66,0,1,0,1,0
50742,445,0,0,drop,70,70,0,1,0,1,0
52245,445,0,0,drop,66,66,0,1,0,1,0
45964,5333,0,0,deny,60,60,0,1,0,1,0
55349,445,0,0,drop,66,66,0,1,0,1,0
58676,445,0,0,drop,66,66,0,1,0,1,0
11716,37965,0,0,deny,62,62,0,1,0,1,0
16524,22114,0,0,deny,62,62,0,1,0,1,0
59654,445,0,0,drop,70,70,0,1,0,1,0
45472,8168,0,0,deny,62,62,0,1,0,1,0
63643,445,0,0,drop,70,70,0,1,0,1,0
57762,25174,0,0,deny,62,62,0,1,0,1,0
59345,445,0,0,drop,70,70,0,1,0,1,0
51615,25174,0,0,deny,62,62,0,1,0,1,0
7977,25174,0,0,deny,146,146,0,1,0,1,0
59736,445,0,0,drop,70,70,0,1,0,1,0
61881,445,0,0,drop,70,70,0,1,0,1,0
42344,48637,0,0,deny,60,60,0,1,0,1,0
62956,445,0,0,drop,70,70,0,1,0,1,0
61875,445,0,0,drop,70,70,0,1,0,1,0
64382,44847,0,0,deny,66,66,0,1,0,1,0
53156,35993,0,0,deny,66,66,0,1,0,1,0
34553,48637,0,0,deny,60,60,0,1,0,1,0
39588,25174,0,0,deny,66,66,0,1,0,1,0
49800,5900,0,0,deny,60,60,0,1,0,1,0
49324,64147,0,0,deny,66,66,0,1,0,1,0
63213,15503,0,0,deny,66,66,0,1,0,1,0
59192,25174,0,0,deny,66,66,0,1,0,1,0
56838,445,0,0,drop,66,66,0,1,0,1,0
47910,7461,0,0,deny,60,60,0,1,0,1,0
16387,63752,0,0,deny,60,60,0,1,0,1,0
11754,25174,0,0,deny,62,62,0,1,0,1,0
50951,445,0,0,drop,70,70,0,1,0,1,0
49699,64147,0,0,deny,62,62,0,1,0,1,0
52327,445,0,0,drop,66,66,0,1,0,1,0
45908,3383,0,0,deny,60,60,0,1,0,1,0
61475,445,0,0,drop,66,66,0,1,0,1,0
50052,65008,0,0,deny,60,60,0,1,0,1,0
17002,22114,0,0,deny,62,62,0,1,0,1,0
42128,54532,0,0,deny,60,60,0,1,0,1,0
37075,48817,0,0,deny,62,62,0,1,0,1,0
64963,445,0,0,drop,70,70,0,1,0,1,0
57794,445,0,0,drop,70,70,0,1,0,1,0
26835,47993,0,0,deny,62,62,0,1,0,1,0
60949,445,0,0,drop,66,66,0,1,0,1,0
11101,22114,0,0,deny,146,146,0,1,0,1,0
58409,445,0,0,drop,66,66,0,1,0,1,0
1024,37450,0,0,deny,62,62,0,1,0,1,0
50671,445,0,0,drop,66,66,0,1,0,1,0
443,60496,0,0,deny,320,320,0,1,0,1,0
50192,445,0,0,drop,70,70,0,1,0,1,0
55997,445,0,0,drop,66,66,0,1,0,1,0
10028,25604,0,0,deny,62,62,0,1,0,1,0
63390,445,0,0,drop,66,66,0,1,0,1,0
64869,445,0,0,drop,70,70,0,1,0,1,0
54526,445,0,0,drop,70,70,0,1,0,1,0
63467,445,0,0,drop,66,66,0,1,0,1,0
59918,44847,0,0,deny,66,66,0,1,0,1,0
6247,51221,0,0,deny,78,78,0,1,0,1,0
53171,445,0,0,drop,66,66,0,1,0,1,0
61392,50584,0,0,deny,62,62,0,1,0,1,0
57474,445,0,0,drop,70,70,0,1,0,1,0
16387,20045,0,0,deny,60,60,0,1,0,1,0
63263,57470,0,0,deny,66,66,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
55373,1,0,0,deny,66,66,0,1,0,1,0
65026,445,0,0,drop,70,70,0,1,0,1,0
31675,19473,0,0,deny,62,62,0,1,0,1,0
51414,50584,0,0,deny,62,62,0,1,0,1,0
62245,445,0,0,drop,66,66,0,1,0,1,0
5222,64493,0,0,deny,1514,1514,0,1,0,1,0
51393,445,0,0,drop,66,66,0,1,0,1,0
21641,51505,0,0,deny,62,62,0,1,0,1,0
52748,445,0,0,drop,70,70,0,1,0,1,0
50256,445,0,0,drop,70,70,0,1,0,1,0
10797,50584,0,0,deny,62,62,0,1,0,1,0
52348,445,0,0,drop,66,66,0,1,0,1,0
443,14591,0,0,deny,60,60,0,1,0,1,0
62757,445,0,0,drop,70,70,0,1,0,1,0
52063,445,0,0,drop,70,70,0,1,0,1,0
443,54507,0,0,deny,82,82,0,1,0,1,0
57246,445,0,0,drop,70,70,0,1,0,1,0
28345,11392,0,0,deny,66,66,0,1,0,1,0
57289,445,0,0,drop,70,70,0,1,0,1,0
51676,23718,0,0,deny,66,66,0,1,0,1,0
49662,445,0,0,drop,70,70,0,1,0,1,0
16454,25174,0,0,deny,66,66,0,1,0,1,0
32137,44512,0,0,deny,62,62,0,1,0,1,0
55689,37965,0,0,deny,66,66,0,1,0,1,0
60982,445,0,0,drop,70,70,0,1,0,1,0
52383,445,0,0,drop,66,66,0,1,0,1,0
33059,58962,0,0,deny,774,774,0,1,0,1,0
1108,47807,0,0,deny,159,159,0,1,0,1,0
60721,22114,0,0,deny,62,62,0,1,0,1,0
53871,37965,0,0,deny,66,66,0,1,0,1,0
52038,50584,0,0,deny,66,66,0,1,0,1,0
22683,39210,0,0,deny,60,60,0,1,0,1,0
50594,25174,0,0,deny,66,66,0,1,0,1,0
64123,445,0,0,drop,70,70,0,1,0,1,0
61392,50584,0,0,deny,146,146,0,1,0,1,0
443,20087,0,0,deny,83,83,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
59366,35440,0,0,deny,66,66,0,1,0,1,0
22568,37965,0,0,deny,66,66,0,1,0,1,0
60358,445,0,0,drop,70,70,0,1,0,1,0
54986,445,0,0,drop,70,70,0,1,0,1,0
56463,17,0,0,deny,60,60,0,1,0,1,0
58686,18375,0,0,deny,66,66,0,1,0,1,0
51413,48637,0,0,deny,72,72,0,1,0,1,0
54601,26467,0,0,deny,66,66,0,1,0,1,0
44044,23,0,0,deny,60,60,0,1,0,1,0
23844,26467,0,0,deny,62,62,0,1,0,1,0
27153,992,0,0,deny,60,60,0,1,0,1,0
57805,445,0,0,drop,66,66,0,1,0,1,0
54206,25174,0,0,deny,62,62,0,1,0,1,0
11821,64147,0,0,deny,62,62,0,1,0,1,0
55878,7302,0,0,deny,62,62,0,1,0,1,0
63503,42707,0,0,deny,66,66,0,1,0,1,0
58779,445,0,0,drop,70,70,0,1,0,1,0
43611,32480,0,0,deny,109,109,0,1,0,1,0
55488,57470,0,0,deny,145,145,0,1,0,1,0
53754,445,0,0,drop,66,66,0,1,0,1,0
65228,53,0,0,deny,88,88,0,1,0,1,0
56008,445,0,0,drop,66,66,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
42995,26467,0,0,deny,62,62,0,1,0,1,0
11136,57587,0,0,deny,62,62,0,1,0,1,0
62580,25174,0,0,deny,62,62,0,1,0,1,0
63727,445,0,0,drop,70,70,0,1,0,1,0
63515,445,0,0,drop,70,70,0,1,0,1,0
59712,445,0,0,drop,66,66,0,1,0,1,0
51979,25174,0,0,deny,66,66,0,1,0,1,0
57966,445,0,0,drop,70,70,0,1,0,1,0
4300,37838,0,0,deny,146,146,0,1,0,1,0
52720,445,0,0,drop,70,70,0,1,0,1,0
49649,445,0,0,drop,66,66,0,1,0,1,0
65384,57470,0,0,deny,66,66,0,1,0,1,0
57608,445,0,0,drop,66,66,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
52459,33890,0,0,deny,60,60,0,1,0,1,0
52629,445,0,0,drop,70,70,0,1,0,1,0
39583,37965,0,0,deny,66,66,0,1,0,1,0
51065,445,0,0,drop,70,70,0,1,0,1,0
22409,55442,0,0,deny,74,74,0,1,0,1,0
52373,445,0,0,drop,70,70,0,1,0,1,0
18173,25174,0,0,deny,66,66,0,1,0,1,0
51734,445,0,0,drop,70,70,0,1,0,1,0
56581,445,0,0,drop,70,70,0,1,0,1,0
2864,25174,0,0,deny,66,66,0,1,0,1,0
50666,445,0,0,drop,66,66,0,1,0,1,0
27446,30188,0,0,deny,66,66,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
33886,65504,0,0,deny,162,162,0,1,0,1,0
60003,36829,0,0,deny,66,66,0,1,0,1,0
54305,39004,0,0,deny,62,62,0,1,0,1,0
443,50238,0,0,deny,331,331,0,1,0,1,0
4269,26672,0,0,deny,60,60,0,1,0,1,0
50646,445,0,0,drop,70,70,0,1,0,1,0
65386,445,0,0,drop,70,70,0,1,0,1,0
10627,23117,0,0,deny,62,62,0,1,0,1,0
43584,24748,0,0,deny,156,156,0,1,0,1,0
28580,64147,0,0,deny,62,62,0,1,0,1,0
26795,6881,0,0,deny,146,146,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
58091,51505,0,0,deny,66,66,0,1,0,1,0
57677,57470,0,0,deny,62,62,0,1,0,1,0
26566,44847,0,0,deny,66,66,0,1,0,1,0
49894,1433,0,0,deny,60,60,0,1,0,1,0
5060,37965,0,0,deny,66,66,0,1,0,1,0
37749,15503,0,0,deny,62,62,0,1,0,1,0
52779,445,0,0,drop,70,70,0,1,0,1,0
55167,48817,0,0,deny,66,66,0,1,0,1,0
50482,445,0,0,drop,70,70,0,1,0,1,0
12605,57470,0,0,deny,62,62,0,1,0,1,0
55320,22114,0,0,deny,146,146,0,1,0,1,0
49743,445,0,0,drop,66,66,0,1,0,1,0
53142,445,0,0,drop,70,70,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
20586,25174,0,0,deny,62,62,0,1,0,1,0
57604,32480,0,0,deny,62,62,0,1,0,1,0
49371,445,0,0,drop,70,70,0,1,0,1,0
50318,445,0,0,drop,70,70,0,1,0,1,0
56971,445,0,0,drop,70,70,0,1,0,1,0
64346,51505,0,0,deny,66,66,0,1,0,1,0
60498,445,0,0,drop,70,70,0,1,0,1,0
58926,25174,0,0,deny,146,146,0,1,0,1,0
50907,445,0,0,drop,70,70,0,1,0,1,0
19963,2767,0,0,deny,66,66,0,1,0,1,0
55745,445,0,0,drop,70,70,0,1,0,1,0
47632,25174,0,0,deny,62,62,0,1,0,1,0
24592,50584,0,0,deny,62,62,0,1,0,1,0
3212,22114,0,0,deny,146,146,0,1,0,1,0
7166,64147,0,0,deny,66,66,0,1,0,1,0
16027,22,0,0,deny,60,60,0,1,0,1,0
63443,445,0,0,drop,70,70,0,1,0,1,0
58316,445,0,0,drop,70,70,0,1,0,1,0
59786,25174,0,0,deny,62,62,0,1,0,1,0
57899,445,0,0,deny,70,70,0,1,0,1,0
52838,37965,0,0,deny,66,66,0,1,0,1,0
49633,445,0,0,drop,70,70,0,1,0,1,0
57249,445,0,0,drop,70,70,0,1,0,1,0
55075,445,0,0,drop,70,70,0,1,0,1,0
42796,22114,0,0,deny,62,62,0,1,0,1,0
64437,445,0,0,drop,70,70,0,1,0,1,0
64035,25174,0,0,deny,62,62,0,1,0,1,0
40254,25174,0,0,deny,146,146,0,1,0,1,0
50470,61463,0,0,deny,86,86,0,1,0,1,0
55820,445,0,0,drop,66,66,0,1,0,1,0
52519,44847,0,0,deny,62,62,0,1,0,1,0
55416,445,0,0,drop,70,70,0,1,0,1,0
44855,58414,0,0,deny,62,62,0,1,0,1,0
49001,48817,0,0,deny,160,160,0,1,0,1,0
60527,445,0,0,drop,70,70,0,1,0,1,0
62393,445,0,0,drop,70,70,0,1,0,1,0
65285,44847,0,0,deny,62,62,0,1,0,1,0
57641,445,0,0,drop,66,66,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
49482,22,0,0,deny,60,60,0,1,0,1,0
54502,34729,0,0,deny,66,66,0,1,0,1,0
53244,445,0,0,drop,70,70,0,1,0,1,0
57557,64147,0,0,deny,62,62,0,1,0,1,0
49852,445,0,0,drop,70,70,0,1,0,1,0
56350,445,0,0,drop,66,66,0,1,0,1,0
61702,445,0,0,drop,66,66,0,1,0,1,0
51948,37965,0,0,deny,62,62,0,1,0,1,0
49700,445,0,0,drop,70,70,0,1,0,1,0
64088,445,0,0,drop,66,66,0,1,0,1,0
44923,23,0,0,deny,60,60,0,1,0,1,0
62499,445,0,0,drop,70,70,0,1,0,1,0
53672,445,0,0,drop,70,70,0,1,0,1,0
18357,51180,0,0,deny,62,62,0,1,0,1,0
54280,3398,0,0,deny,60,60,0,1,0,1,0
55286,37965,0,0,deny,66,66,0,1,0,1,0
17873,23117,0,0,deny,66,66,0,1,0,1,0
6666,80,0,0,deny,60,60,0,1,0,1,0
49756,445,0,0,drop,70,70,0,1,0,1,0
40086,22114,0,0,deny,62,62,0,1,0,1,0
51268,445,0,0,drop,70,70,0,1,0,1,0
55720,445,0,0,drop,70,70,0,1,0,1,0
50901,26467,0,0,deny,66,66,0,1,0,1,0
52695,26467,0,0,deny,66,66,0,1,0,1,0
45472,8168,0,0,deny,62,62,0,1,0,1,0
61788,20000,0,0,deny,60,60,0,1,0,1,0
65448,445,0,0,drop,66,66,0,1,0,1,0
52727,445,0,0,drop,66,66,0,1,0,1,0
49992,445,0,0,drop,70,70,0,1,0,1,0
58568,445,0,0,drop,66,66,0,1,0,1,0
26048,21,0,0,deny,60,60,0,1,0,1,0
5664,36237,0,0,deny,66,66,0,1,0,1,0
56827,63710,0,0,deny,62,62,0,1,0,1,0
63838,445,0,0,drop,70,70,0,1,0,1,0
53032,445,0,0,drop,70,70,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
42558,64147,0,0,deny,62,62,0,1,0,1,0
42226,53,42226,53,allow,259,114,145,2,29,1,1
60416,445,0,0,drop,66,66,0,1,0,1,0
54964,443,18537,443,allow,24232,10141,14091,74,76,39,35
3478,61463,0,0,deny,1162,1162,0,1,0,1,0
57662,445,0,0,drop,70,70,0,1,0,1,0
57045,53,2181,53,allow,177,94,83,2,30,1,1
13235,44847,0,0,deny,66,66,0,1,0,1,0
59191,35440,0,0,deny,66,66,0,1,0,1,0
51047,445,0,0,drop,66,66,0,1,0,1,0
63808,40608,41042,40608,allow,504,382,122,8,15,6,2
58638,5900,0,0,deny,62,62,0,1,0,1,0
49337,53,44481,53,allow,199,102,97,2,30,1,1
53233,51221,0,0,deny,66,66,0,1,0,1,0
61202,445,0,0,drop,70,70,0,1,0,1,0
56356,2710,17176,2710,allow,1222,747,475,10,23,5,5
64146,53,63495,53,allow,197,102,95,2,30,1,1
65385,445,0,0,drop,70,70,0,1,0,1,0
55294,53,55276,53,allow,199,102,97,2,30,1,1
2919,57866,0,0,deny,62,62,0,1,0,1,0
57472,44847,0,0,deny,62,62,0,1,0,1,0
44822,40108,0,0,deny,145,145,0,1,0,1,0
57303,443,1835,443,allow,5612,733,4879,16,15,9,7
53922,42285,39226,42285,allow,70,70,0,2,8,2,0
52401,623,0,0,deny,60,60,0,1,0,1,0
57779,22114,0,0,deny,146,146,0,1,0,1,0
60111,445,0,0,drop,66,66,0,1,0,1,0
54373,26467,0,0,deny,62,62,0,1,0,1,0
60246,44612,0,0,deny,66,66,0,1,0,1,0
49260,53,23458,53,allow,199,86,113,2,30,1,1
58054,445,0,0,drop,66,66,0,1,0,1,0
50308,80,8289,80,allow,1083,653,430,8,16,5,3
45079,31573,0,0,deny,66,66,0,1,0,1,0
51072,445,0,0,drop,70,70,0,1,0,1,0
62671,445,0,0,drop,66,66,0,1,0,1,0
64986,53,30082,53,allow,180,94,86,2,30,1,1
59378,50584,0,0,deny,66,66,0,1,0,1,0
64295,26467,0,0,deny,62,62,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
57839,445,0,0,drop,70,70,0,1,0,1,0
65218,53,61017,53,allow,193,102,91,2,31,1,1
48420,31755,0,0,deny,146,146,0,1,0,1,0
56957,445,0,0,drop,70,70,0,1,0,1,0
20508,57470,0,0,deny,62,62,0,1,0,1,0
50478,445,0,0,drop,70,70,0,1,0,1,0
50875,445,0,0,drop,70,70,0,1,0,1,0
60083,443,30237,443,allow,490571,27526,463045,511,141,170,341
28570,25174,0,0,deny,146,146,0,1,0,1,0
49958,445,0,0,drop,70,70,0,1,0,1,0
64813,445,0,0,drop,70,70,0,1,0,1,0
55354,53,63415,53,allow,214,110,104,2,30,1,1
64192,445,0,0,drop,66,66,0,1,0,1,0
55338,11744,0,0,deny,145,145,0,1,0,1,0
443,10010,0,0,deny,60,60,0,1,0,1,0
63533,445,0,0,drop,70,70,0,1,0,1,0
53906,12051,34312,12051,allow,258,70,188,4,9,2,2
29964,53,52267,53,allow,200,86,114,2,30,1,1
60722,445,0,0,drop,70,70,0,1,0,1,0
38664,443,19990,443,allow,8195,1780,6415,23,60,12,11
63717,37965,0,0,deny,66,66,0,1,0,1,0
49824,445,0,0,drop,66,66,0,1,0,1,0
64585,53,55669,53,allow,210,110,100,2,30,1,1
54605,445,0,0,drop,66,66,0,1,0,1,0
54146,445,0,0,drop,70,70,0,1,0,1,0
60750,42707,0,0,deny,62,62,0,1,0,1,0
19156,3846,0,0,deny,145,145,0,1,0,1,0
53910,1024,45263,1024,allow,70,70,0,1,4,1,0
65189,27241,23433,27241,allow,235,71,164,2,31,1,1
63963,50584,0,0,deny,66,66,0,1,0,1,0
59723,443,54726,443,allow,8380,1882,6498,29,396,9,20
48335,25174,0,0,deny,62,62,0,1,0,1,0
1063,7302,0,0,deny,62,62,0,1,0,1,0
17811,23,0,0,deny,60,60,0,1,0,1,0
52217,445,0,0,drop,66,66,0,1,0,1,0
53160,39001,22070,39001,allow,70,70,0,2,8,2,0
57293,443,21825,443,allow,5161,2421,2740,14,122,7,7
40839,53,42784,53,allow,78,78,0,1,29,1,0
59312,22,59312,22,deny,327,140,187,4,0,2,2
23710,41615,0,0,deny,145,145,0,1,0,1,0
56583,443,5338,443,allow,9416,2366,7050,25,19,14,11
60976,22114,0,0,deny,66,66,0,1,0,1,0
22733,26467,0,0,deny,62,62,0,1,0,1,0
65394,53,54686,53,allow,230,94,136,2,30,1,1
36816,1812,36816,1812,allow,204,138,66,2,29,1,1
